Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom
2022-06-22,2,30000,700,3 out of 3,2,Vasant Kunj Sector B,4,2,Bachelors,2
2022-07-03,1,12000,48,1 out of 2,1,Rohini Sector 11,4,2,Bachelors/Family,1
2022-05-27,2,23000,100,Ground out of 3,1,Mansarover Garden,4,1,Bachelors/Family,2
2022-05-18,3,70000,1901,9 out of 11,1,"Unity the Amaryllis, Karol Bagh",4,2,Bachelors/Family,3
2022-06-27,1,5500,50,1 out of 4,2,Lado Sarai,4,1,Bachelors/Family,1
2022-07-05,3,35000,1300,3 out of 4,2,Dakshini Pitampura,4,2,Bachelors,3
2022-05-27,2,9000,145,1 out of 3,1,Palam,4,1,Bachelors/Family,2
2022-05-24,2,22000,800,2 out of 3,2,"Arjun Nagar, Safdarjung Enclave",4,1,Bachelors/Family,3
2022-06-09,3,35000,1100,1 out of 3,1,Kalkaji Extension,4,2,Bachelors/Family,4
2022-05-02,1,12000,450,2 out of 2,1,Dwarka Sector 7,4,2,Bachelors/Family,1
2022-06-28,2,6000,300,3 out of 4,2,Jhangir Puri,4,1,Bachelors/Family,1
2022-05-19,2,22000,1040,1 out of 2,2,"Janak Park, Hari Nagar",4,2,Bachelors,3
2022-05-18,1,5000,25,2 out of 5,2,Ganga Vihar,4,1,Bachelors/Family,1
2022-06-04,2,20500,900,Ground out of 9,1,"IGNOU Road, Saket",4,2,Bachelors/Family,2
2022-05-28,2,7500,1100,3 out of 4,1,Bijwasan,4,1,Bachelors/Family,1
2022-07-01,2,5500,380,1 out of 1,1,Prem Nagar,4,1,Bachelors/Family,2
2022-06-02,3,25000,450,2 out of 2,2,Gandhi Nagar,4,2,Bachelors,2
2022-07-02,1,13000,550,3 out of 4,2,Lajpat Nagar 4,4,2,Bachelors,1
2022-06-04,1,5000,180,Ground out of 3,1,Mukherjee Nagar,4,2,Bachelors/Family,1
2022-05-06,3,40000,1650,1 out of 3,2,Dakshini Pitampura,4,2,Bachelors/Family,2
2022-05-31,1,12500,250,1 out of 5,1,"Inder Puri Block A, Inder Puri",4,2,Bachelors/Family,1
2022-05-29,1,6000,400,Ground out of 5,2,"Raghubir Nagar, Tagore Garden Extension",4,1,Bachelors/Family,1
2022-07-04,2,15500,900,Ground out of 3,2,Vivek Vihar Phase 2,4,2,Bachelors/Family,2
2022-05-27,3,75000,1900,2 out of 3,1,Malviya Nagar,4,2,Bachelors/Family,3
2022-06-12,3,36000,892,2 out of 4,2,Gautam Nagar,4,1,Bachelors/Family,2
2022-05-18,1,13000,400,Ground out of 4,2,Chhattarpur Enclave,4,2,Bachelors,1
2022-06-29,3,45000,100,1 out of 2,2,"Mandakini Enclave, Alaknanda",4,1,Bachelors,2
2022-06-22,2,2000,60,1 out of 1,1,Ram Nagar,4,1,Bachelors/Family,1
2022-07-04,2,28000,80,1 out of 5,1,Janakpuri,4,2,Bachelors/Family,2
2022-05-12,2,9000,450,2 out of 4,2,Laxmi Nagar,4,2,Bachelors/Family,1
2022-04-29,1,12000,520,3 out of 4,2,Geeta Colony,4,2,Bachelors/Family,1
2022-04-29,1,13000,350,1 out of 5,1,Rohini Sector 3,4,2,Bachelors/Family,1
2022-04-29,2,11000,600,2 out of 3,2,Aya Nagar,4,2,Bachelors,2
2022-07-07,3,35000,950,1 out of 4,2,Karol Bagh,4,2,Bachelors,2
2022-05-13,2,10000,450,1 out of 4,2,Laxmi Nagar,4,2,Bachelors/Family,1
2022-07-07,1,20000,450,1 out of 4,2,Karol Bagh,4,2,Bachelors,1
2022-07-07,2,25000,850,2 out of 4,2,Karol Bagh,4,2,Bachelors,2
2022-06-12,1,8000,200,3 out of 4,2,kst chattarpur Apartments,4,1,Bachelors,1
2022-07-08,4,150000,3000,1 out of 4,2,"Safdarjung Development Area, Hauz Khas",4,2,Bachelors/Family,4
2022-06-16,3,36000,1500,2 out of 3,2,"Mahendru Enclave, Model Town",4,2,Bachelors/Family,3
2022-07-04,2,12000,700,Ground out of 4,1,Sultanpur,4,1,Bachelors/Family,2
2022-05-10,1,8500,530,Ground out of 3,1,"Palam Colony, Palam",4,1,Bachelors/Family,1
2022-05-27,3,17000,800,2 out of 4,2,kst chattarpur Apartments,4,1,Bachelors,2
2022-05-05,1,7500,45,1 out of 5,1,Laxmi Nagar,4,2,Bachelors/Family,1
2022-05-05,1,16000,900,3 out of 4,1,Kalkaji,4,2,Bachelors/Family,1
2022-05-10,1,9000,450,1 out of 4,1,Mehrauli,4,1,Bachelors/Family,1
2022-05-10,2,8000,650,1 out of 4,1,Rangpuri,4,1,Bachelors/Family,1
2022-05-10,2,45000,900,2 out of 4,1,Lajpat Nagar 1,4,2,Bachelors/Family,2
2022-05-04,2,27000,900,4 out of 4,2,RWA triveni residents,4,2,Bachelors/Family,2
2022-05-05,2,14000,120,1 out of 4,1,Dwarka Mor,4,2,Bachelors/Family,2
2022-06-12,2,14000,600,2 out of 4,2,kst chattarpur Apartments,4,1,Bachelors,2
2022-05-21,2,14000,615,2 out of 4,2,Laxmi Nagar,4,1,Bachelors/Family,2
2022-06-14,1,7500,225,Ground out of 2,2,Kapi Bagan Basti,4,2,Bachelors/Family,1
2022-06-10,1,10000,800,1 out of 4,2,"Paryavaran Complex, Sainik Farm",4,1,Bachelors,1
2022-04-29,1,7000,400,4 out of 4,2,Aya Nagar,4,2,Bachelors,1
2022-04-29,1,25000,800,4 out of 5,1,Mukherjee Nagar,4,2,Bachelors/Family,2
2022-04-29,2,9000,60,1 out of 3,1,Mehrauli,4,2,Bachelors/Family,1
2022-04-29,3,22000,1000,1 out of 24,1,"Khanpur Extension, Sangam Vihar",4,1,Bachelors/Family,2
2022-05-05,3,10000,75,4 out of 5,1,Sagar Pur,4,1,Bachelors/Family,1
2022-05-05,3,11000,800,1 out of 4,1,Hastsal,4,1,Bachelors/Family,2
2022-06-17,1,12500,200,3 out of 3,1,Kamla Nagar,4,2,Bachelors/Family,1
2022-05-14,3,15000,800,2 out of 4,2,kst chattarpur Apartments,4,1,Bachelors,2
2022-05-10,2,35000,80,1 out of 3,1,Kamla Nagar,4,1,Bachelors/Family,2
2022-05-10,2,35000,900,2 out of 4,1,Lajpat Nagar,4,1,Family,2
2022-05-10,2,52000,1125,2 out of 5,1,Saket,4,2,Bachelors/Family,2
2022-04-29,3,15000,900,3 out of 4,1,Dwarka Mor,4,1,Bachelors/Family,2
2022-06-04,2,32000,1100,3 out of 3,2,Rajouri Garden,4,1,Bachelors,2
2022-06-04,1,11500,400,2 out of 4,2,Lajpat Nagar 4,4,1,Bachelors/Family,1
2022-07-04,3,45000,713,1 out of 1,2,"Prem Nagar, Patel Nagar",4,2,Bachelors/Family,3
2022-07-07,2,16000,700,4 out of 4,2,Shadipur,4,1,Bachelors,1
2022-05-21,2,20000,1000,2 out of 3,2,Krishna Nagar Block D,4,2,Bachelors/Family,2
2022-05-27,1,7000,54,3 out of 5,1,Nawada,4,2,Bachelors/Family,1
2022-07-04,3,85000,200,3 out of 3,2,"Shivalik, Malviya Nagar",4,1,Bachelors,3
2022-05-28,1,15000,200,4 out of 4,1,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",4,2,Bachelors/Family,1
2022-07-03,2,22000,800,3 out of 3,1,Chhattarpur,4,2,Bachelors/Family,2
2022-05-18,2,32000,1000,1 out of 3,1,Lajpat Nagar 1,4,1,Bachelors/Family,2
2022-07-01,2,20000,500,4 out of 4,2,"Vasant Kunj 2, Vasant Kunj",4,2,Bachelors,2
2022-06-04,1,35000,300,3 out of 5,1,Rajouri Garden,4,2,Bachelors/Family,1
2022-06-16,2,35000,900,Ground out of 4,2,Lajpat Nagar 1,4,1,Bachelors/Family,2
2022-07-07,3,65000,240,1 out of 4,2,Saket,4,1,Bachelors/Family,3
2022-05-12,2,15000,650,Ground out of 3,2,"Fateh Nagar, Janakpuri",4,2,Bachelors/Family,2
2022-06-18,3,12000,950,3 out of 5,2,"Kotla, Mayur Vihar",4,2,Bachelors,2
2022-05-10,1,8000,500,Ground out of 3,1,Dwarka Sector 23,4,2,Bachelors/Family,1
2022-05-28,1,11000,500,2 out of 5,1,Palam - Dabri Marg,4,2,Bachelors/Family,1
2022-05-10,2,12000,450,4 out of 4,1,Mansa Ram Park,4,2,Bachelors/Family,2
2022-06-16,4,140000,2800,Ground out of 4,2,New Friends Colony,4,2,Bachelors/Family,4
2022-06-04,2,24000,150,1 out of 2,1,Paschim Vihar,4,2,Bachelors/Family,1
2022-06-04,1,20000,400,3 out of 4,2,Lajpat Nagar 4,4,2,Bachelors/Family,1
2022-05-10,3,16000,100,3 out of 4,1,"Jamia Nagar, Okhla",4,2,Bachelors/Family,2
2022-06-04,1,15000,400,3 out of 4,2,Lajpat Nagar 4,4,2,Bachelors/Family,1
2022-05-14,2,28500,900,Ground out of 4,2,Paschim Vihar,4,2,Bachelors/Family,2
2022-05-05,3,30000,1350,1 out of 7,1,Vasundhara Enclave,4,2,Family,3
2022-07-04,1,16000,500,1 out of 4,1,Laxmi Nagar,4,2,Bachelors/Family,1
2022-07-06,3,80000,1700,1 out of 4,2,"Shivalik, Malviya Nagar",4,2,Bachelors,3
2022-06-04,1,11000,400,2 out of 4,2,Lajpat Nagar 4,4,1,Bachelors/Family,1
2022-06-29,2,21000,110,2 out of 3,1,"Jangpura Extension, Jangpura",4,2,Bachelors/Family,1
2022-07-04,3,10500,1200,1 out of 4,1,Najafgarh,4,2,Bachelors/Family,2
2022-04-29,2,15000,50,2 out of 4,2,Dwarka Sector 14,4,2,Bachelors/Family,2
2022-07-06,3,16000,100,2 out of 3,1,Hari Nagar,4,2,Bachelors/Family,2
2022-07-04,2,45000,1000,2 out of 3,1,"Kailash Colony, Greater Kailash",4,2,Bachelors/Family,2
2022-05-03,1,6000,63,4 out of 4,1,Rohini Sector 2,4,2,Bachelors/Family,1
2022-05-19,3,40000,1800,Ground out of 3,1,Vasant Kunj,4,2,Bachelors/Family,2
2022-07-09,2,36000,1440,2 out of 3,2,Chittaranjan Park,4,2,Bachelors,2
2022-05-27,2,12000,55,Ground out of 4,1,Uttam Nagar,4,1,Bachelors/Family,2
2022-05-27,3,45000,1500,1 out of 12,2,"The Shabad Apartment, Dwarka Sector 13",4,1,Bachelors,3
2022-06-18,2,20000,400,3,1,"Kasturba Niketan, Lajpat Nagar 2",4,1,Bachelors/Family,1
2022-06-11,3,10000,100,1 out of 4,2,Krishna Nagar,4,2,Bachelors/Family,2
2022-06-29,2,5000,500,1 out of 3,1,Sangam Vihar,4,1,Bachelors/Family,1
2022-05-27,2,8000,100,Ground out of 3,1,Rohini Sector 38,4,1,Bachelors/Family,2
2022-05-10,2,13000,455,1 out of 4,1,"DDA Akshardham Apartments, DS 19",4,1,Bachelors/Family,1
2022-04-29,2,15000,80,3 out of 4,2,Anand Parbat,4,2,Bachelors/Family,1
2022-07-04,2,7500,450,Ground out of 2,1,Burari,4,1,Bachelors/Family,1
2022-06-08,1,6000,400,Ground out of 1,1,"Qutub Vihar, Dwarka",4,1,Bachelors/Family,1
2022-05-23,4,100000,300,1 out of 3,1,Vasant Kunj,4,1,Bachelors/Family,4
2022-05-14,2,12000,700,2 out of 3,1,Rohini Sector 23,4,2,Bachelors/Family,2
2022-05-10,2,10000,600,4 out of 5,1,"Mohan Garden, Razapur Khurd",4,2,Bachelors/Family,2
2022-05-10,2,10000,800,2 out of 3,1,"Bharthal, Dwarka",4,2,Bachelors/Family,2
2022-05-23,2,12000,950,2 out of 3,1,"Chanakya Place, Sitapuri",4,1,Bachelors/Family,2
2022-07-06,2,15000,450,4 out of 4,1,Shadipur,4,2,Bachelors/Family,1
2022-06-30,1,10000,450,1 out of 3,2,Radhey Shyam Park,4,1,Bachelors/Family,1
2022-07-04,2,12000,68,3 out of 5,1,Uttam Nagar,4,1,Bachelors/Family,1
2022-06-18,2,14500,850,2 out of 4,2,"Rajpur Khurd Extension, Rajpur",4,1,Bachelors/Family,2
2022-06-29,2,18500,1000,3 out of 4,1,"Kotla Mubarakpur, South Extension",4,2,Bachelors/Family,2
2022-06-04,1,24000,600,4 out of 4,2,Rajouri Garden,4,2,Bachelors,1
2022-05-27,2,11000,65,Ground out of 4,1,New Ashok Nagar,4,1,Bachelors/Family,1
2022-05-19,3,52000,1700,1 out of 1,2,Vasant Kunj,4,2,Bachelors,3
2022-07-06,3,70000,1800,Ground out of 4,2,Lajpat Nagar 3,4,2,Bachelors/Family,3
2022-07-04,2,12000,1000,3 out of 4,1,Uttam Nagar,4,2,Bachelors/Family,1
2022-07-09,2,22000,900,2 out of 4,2,Patparganj,4,2,Bachelors,2
2022-06-10,4,200000,2300,1 out of 1,1,Shanti Niketan,4,2,Bachelors/Family,4
2022-05-01,2,20000,75,1 out of 3,1,Green Park,4,1,Bachelors/Family,2
2022-05-18,3,45000,200,1 out of 4,2,Paschim Vihar Block B1,4,2,Bachelors,3
2022-05-23,1,8000,200,2 out of 4,2,kst chattarpur Apartments,4,1,Bachelors,1
2022-05-27,1,8000,200,2 out of 4,2,kst chattarpur Apartments,4,1,Bachelors,1
2022-05-18,2,9500,450,3 out of 4,2,Laxmi Nagar,4,2,Bachelors/Family,1
2022-07-07,2,25000,750,1 out of 4,2,Karol Bagh,4,2,Bachelors,2
2022-05-27,2,12000,400,1 out of 4,2,kst chattarpur Apartments,4,1,Bachelors,1
2022-06-11,2,24000,84,1 out of 4,2,Paschim Vihar,4,2,Bachelors,2
2022-05-05,2,27000,90,2 out of 3,1,Rohini Sector 8,4,1,Bachelors/Family,2
2022-07-04,2,18000,90,2 out of 4,1,Mansarovar garden,4,2,Bachelors/Family,2
2022-06-20,2,17000,500,1 out of 3,1,Lajpat Nagar,4,2,Bachelors/Family,2
2022-05-10,2,15000,75,4 out of 5,1,Adarsh Nagar,4,1,Bachelors/Family,2
2022-05-23,1,13000,512,1 out of 3,2,Patel Nagar West,4,2,Bachelors/Family,1
2022-06-11,3,70000,1500,1 out of 3,2,Vasant Kunj,4,2,Bachelors,3
2022-07-09,1,14000,446,2 out of 4,1,"Amar Colony, Lajpat Nagar",4,1,Bachelors/Family,1
2022-05-14,3,32000,1100,4 out of 5,1,"Gagan Vihar, Krishna Nagar",4,2,Bachelors/Family,2
2022-05-10,1,4000,125,1 out of 2,1,Sangam Vihar,4,1,Bachelors/Family,1
2022-05-10,3,100000,1800,3 out of 5,1,Gautam Nagar,4,2,Bachelors/Family,3
2022-06-16,3,20000,1300,1 out of 4,1,Chhattarpur,4,1,Bachelors/Family,2
2022-06-20,3,30000,2000,7 out of 10,1,"Ashoka Enclave Apartment, Dwarka Sector 11",4,2,Family,2
2022-06-14,2,150000,1200,2 out of 3,2,Greater Kailash 1,4,2,Bachelors,2
2022-06-30,3,19500,125,1 out of 4,1,Uttam Nagar,4,1,Bachelors,2
2022-05-24,2,18000,730,2 out of 3,2,"Arjun Nagar, Safdarjung Enclave",4,1,Bachelors/Family,2
2022-05-07,2,25000,160,3 out of 3,2,Dr Mukherjee Nagar West,4,2,Bachelors/Family,2
2022-05-05,2,18000,1000,Ground out of 2,1,Janakpuri Block B1,4,1,Bachelors/Family,2
2022-05-05,1,10000,450,1 out of 5,1,Paschim Vihar,4,2,Bachelors/Family,1
2022-05-05,2,12000,75,2 out of 4,1,Mehrauli,4,2,Bachelors/Family,2
2022-06-18,3,25000,2000,1 out of 3,1,"Karkardooma, Anand Vihar",4,2,Bachelors,3
2022-06-18,4,40000,2400,4 out of 4,1,Preet Vihar,4,1,Bachelors,3
2022-06-18,2,30000,1800,Ground out of 2,1,"Karkardooma, Anand Vihar",4,2,Bachelors,2
2022-06-18,3,29000,1800,Ground out of 3,1,Mausam Vihar,4,1,Family,3
2022-06-18,3,35000,2200,2 out of 4,1,"Nirman Vihar, Preet Vihar",4,1,Bachelors/Family,3
2022-06-18,3,21000,2200,Ground out of 2,2,Vivek Vihar,4,2,Bachelors/Family,2
2022-06-18,3,31000,900,3 out of 4,2,Surajmal Vihar,4,2,Bachelors/Family,2
2022-05-05,2,8000,75,2 out of 4,1,Chhattarpur,4,1,Bachelors/Family,1
2022-05-05,2,15500,75,2 out of 4,1,Saket,4,2,Bachelors/Family,2
2022-06-18,3,32000,1800,3 out of 4,2,"Gagan Vihar, Krishna Nagar",4,2,Bachelors/Family,3
2022-06-18,3,30000,160,2 out of 4,2,Surajmal Vihar,4,2,Bachelors/Family,3
2022-07-04,4,42000,2700,2 out of 4,2,"Pushpanjali, Anand Vihar",4,2,Bachelors,4
2022-05-23,3,20500,1050,3 out of 4,2,Laxmi Nagar,4,2,Bachelors/Family,2
2022-05-09,3,60000,1800,2 out of 3,1,Sarvodaya Enclave,4,2,Bachelors/Family,3
2022-05-23,2,95000,2700,1 out of 3,1,Greater Kailash 2,4,2,Bachelors/Family,2
2022-05-14,1,16000,499,2 out of 3,2,Chittaranjan Park Block K,4,2,Family,1
2022-05-17,1,8500,450,3 out of 4,2,Sarita Vihar Pocket M,4,1,Bachelors,1
2022-05-05,1,14000,60,3 out of 4,1,"Paryavaran Complex, Sainik Farm",4,1,Bachelors/Family,1
2022-05-11,3,140000,2200,Ground out of 3,1,Defence Colony,4,1,Bachelors/Family,3
2022-04-29,2,8000,130,Ground out of 3,1,Raj Nagar 2,4,1,Bachelors/Family,1
2022-04-29,3,12500,650,3 out of 4,1,Chirag Delhi,4,2,Bachelors/Family,1
2022-04-29,2,14000,100,3 out of 4,1,Janakpuri,4,1,Bachelors/Family,1
2022-04-29,2,6000,45,2 out of 3,1,"Devli, Sangam Vihar",4,1,Bachelors/Family,1
2022-04-29,2,10000,600,2 out of 3,1,Trilokpuri,4,1,Bachelors/Family,2
2022-05-10,3,15000,800,Ground out of 4,1,Kadipur,4,1,Bachelors/Family,1
2022-06-08,3,8000,1500,1 out of 1,2,Cherlopalli TIRUPATI,4,1,Bachelors/Family,3
2022-07-07,1,10000,30,1 out of 5,1,Mahipalpur,4,2,Bachelors/Family,1
2022-05-12,1,8500,55,Ground out of 3,1,Gharoli,4,1,Bachelors/Family,1
2022-06-09,2,25000,900,Ground out of 3,2,"Nirman Vihar, Preet Vihar",4,2,Bachelors/Family,2
2022-06-22,2,13000,1000,1 out of 2,2,Bhajanpura,4,1,Bachelors/Family,1
2022-05-27,1,6000,360,1 out of 2,1,Ghitorni,4,2,Bachelors/Family,1
2022-05-06,1,7000,450,1 out of 4,1,"Mohan Garden, Razapur Khurd",4,2,Bachelors/Family,1
2022-05-05,2,22000,900,4 out of 5,1,"Gangaram Vatika, Vishnu Garden",4,2,Bachelors/Family,2
2022-04-29,2,40000,1100,2 out of 4,1,"Kailash Colony, Greater Kailash",4,2,Bachelors/Family,2
2022-05-05,2,22000,700,Ground out of 2,1,Rohini Sector 7,4,2,Bachelors/Family,2
2022-04-29,1,4500,400,1 out of 2,1,Sagar Pur,4,1,Bachelors/Family,1
2022-04-29,3,15000,950,Ground out of 3,1,Rohini Sector 4,4,1,Bachelors/Family,2
2022-06-30,3,130000,3000,1 out of 5,1,Defence Colony,4,2,Bachelors/Family,4
2022-06-18,2,23000,950,3 out of 3,2,Ber Sarai,4,1,Bachelors/Family,2
2022-05-27,3,45000,1100,1 out of 4,1,Chittaranjan Park,4,2,Bachelors/Family,3
2022-05-29,1,15000,497,3 out of 4,2,Lajpat Nagar 4,4,1,Bachelors/Family,1
2022-04-29,3,13000,100,3 out of 4,1,"Viswas Park, Matiala",4,2,Bachelors/Family,2
2022-05-05,2,10000,70,1 out of 4,1,Shakarpur,4,2,Bachelors/Family,2
2022-05-05,2,10000,55,2 out of 4,1,Dwarka Sector 8,4,1,Bachelors/Family,2
2022-05-05,1,6500,300,4 out of 5,1,East Of Kailash,4,1,Bachelors/Family,1
2022-06-29,1,7000,400,2 out of 4,2,Mandawali,4,1,Bachelors,1
2022-05-05,2,7000,500,2 out of 4,1,Badarpur,4,2,Bachelors/Family,2
2022-06-08,4,17401,650,4 out of 4,1,Patel Nagar West,4,2,Bachelors/Family,2
2022-05-18,1,5500,630,Ground out of 2,1,Uttam Nagar,4,2,Bachelors/Family,1
2022-04-29,1,20000,450,1 out of 3,1,DS 19,4,1,Family,1
2022-04-29,2,7000,500,1 out of 2,1,Mahipalpur,4,2,Bachelors/Family,1
2022-05-22,5,190000,200,2 out of 2,2,"Safdarjung Development Area, Hauz Khas",4,1,Bachelors,5
2022-04-29,2,13000,95,1 out of 4,1,Shahdara,4,2,Bachelors/Family,1
2022-07-02,4,60000,272,Ground out of 4,2,Model Town,4,2,Bachelors,3
2022-05-27,2,17000,800,2 out of 4,2,Rohini Sector 24,4,1,Bachelors/Family,2
2022-05-27,2,16000,50,2 out of 4,1,"Nirankari Colony, Mukherjee Nagar",4,1,Bachelors/Family,2
2022-07-05,1,9500,400,2 out of 4,1,"Maidan Garhi, Chhattarpur",4,2,Bachelors/Family,1
2022-04-29,1,5000,450,Ground out of 3,1,Vikash Nagar,4,1,Bachelors/Family,1
2022-06-18,3,27000,1800,2 out of 4,2,"Jagriti Enclave, Anand Vihar",4,2,Bachelors/Family,3
2022-06-18,3,29000,1800,2 out of 4,2,"Saini Enclave, Anand Vihar",4,2,Bachelors/Family,3
2022-06-18,3,29000,2000,1 out of 4,2,Vivek Vihar Phase 1,4,2,Bachelors/Family,3
2022-05-26,4,37000,2700,2 out of 3,2,"AGCR Enclave, Anand Vihar",4,2,Bachelors/Family,4
2022-07-04,4,36000,2700,2 out of 3,2,"AGCR Enclave, Anand Vihar",4,2,Bachelors/Family,3
2022-05-26,3,35000,1800,4 out of 4,2,Surajmal Vihar,4,2,Bachelors,3
2022-05-26,4,42000,2700,2 out of 4,2,"Pushpanjali, Anand Vihar",4,2,Bachelors,4
2022-05-26,3,37000,1800,1 out of 4,2,Preet Vihar,4,2,Bachelors/Family,3
2022-07-04,3,30000,1800,2 out of 3,2,Surajmal Vihar,4,2,Bachelors/Family,3
2022-05-08,3,20000,1200,2 out of 3,1,Ghitorni,4,2,Bachelors/Family,2
2022-06-17,1,8500,600,1 out of 4,2,Chattarpur Extension,4,2,Bachelors,1
2022-05-14,1,11000,350,2 out of 5,1,Sheikh Sarai,4,2,Bachelors/Family,1
2022-06-18,2,14000,100,2 out of 4,1,Dwarka,4,2,Bachelors/Family,2
2022-05-14,3,55000,1800,1 out of 3,2,Malviya Nagar,4,1,Bachelors/Family,3
2022-06-18,2,25000,900,3 out of 4,2,"Jagriti Enclave, Anand Vihar",4,2,Bachelors,2
2022-05-23,3,20500,1150,3 out of 4,2,Laxmi Nagar,4,1,Bachelors/Family,2
2022-05-31,4,28000,1400,2 out of 4,2,Rohini Sector 24,4,2,Bachelors/Family,2
2022-05-10,1,5000,500,Ground out of 4,1,Mahavir Enclave Part 1,4,2,Bachelors/Family,1
2022-06-18,4,35000,300,2 out of 4,2,"AGCR Enclave, Anand Vihar",4,2,Bachelors/Family,3
2022-06-18,3,30000,1800,2 out of 4,2,"Saini Enclave, Anand Vihar",4,2,Bachelors/Family,3
2022-06-16,1,10000,500,3 out of 4,2,Neb Sarai,4,1,Bachelors/Family,1
2022-04-29,1,11000,500,Ground out of 4,1,Rohini Sector 17,4,1,Bachelors/Family,1
2022-05-05,2,17000,80,1 out of 4,1,Mayur Vihar Phase 1 Extension,4,2,Bachelors/Family,2
2022-05-23,2,35000,1000,2 out of 4,1,Kalkaji,4,2,Bachelors,2
2022-06-20,3,30000,1600,6 out of 10,1,"Highland Tower, Dwarka Sector 12",4,1,Bachelors/Family,2
2022-06-07,4,30000,1800,6 out of 8,1,Dwarka Sector 22,4,2,Bachelors/Family,4
2022-05-27,2,13000,400,Ground out of 4,2,Rohini Sector 24,4,2,Bachelors/Family,2
2022-04-29,2,13000,900,Ground out of 3,1,Chhattarpur,4,2,Bachelors/Family,2
2022-07-07,1,11000,480,4 out of 5,2,East Of Kailash,4,1,Bachelors/Family,1
2022-05-05,1,13000,180,2 out of 2,2,Lajpat Nagar 1,4,1,Bachelors,1
2022-07-09,2,33000,1000,1 out of 3,2,"Munirka Vihar, Munirka",4,1,Bachelors,2
2022-05-23,3,25000,1120,2 out of 3,1,gg1 vikas puri,4,1,Bachelors/Family,2
2022-05-27,3,70000,1800,2 out of 4,2,Saket,4,2,Bachelors,3
2022-07-02,3,30000,1200,1 out of 3,2,Vikaspuri,4,2,Bachelors/Family,2
2022-05-21,1,9000,550,1 out of 4,1,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",4,2,Bachelors/Family,1
2022-06-30,2,14500,1400,3 out of 4,1,Dilshad Garden,4,1,Bachelors,1
2022-05-27,3,50000,1600,2 out of 4,2,Vasant Kunj Sector C,4,2,Bachelors,2
2022-05-16,1,20000,650,1 out of 4,2,Mayur Vihar 1,4,2,Bachelors/Family,1
2022-04-29,4,15000,120,Ground out of 2,1,Rohini Sector 38,4,2,Bachelors/Family,4
2022-06-02,2,7500,450,1 out of 3,2,Mahavir Enclave Part 1,4,1,Bachelors/Family,1
2022-07-07,1,13500,520,Ground out of 4,1,Uttam Nagar,4,2,Bachelors/Family,1
2022-06-13,1,14000,850,2 out of 4,1,Paschim Vihar,4,2,Bachelors,1
2022-06-24,2,18000,850,1 out of 4,2,Saket,4,2,Bachelors,2
2022-05-09,2,14000,585,2 out of 4,2,Pandav Nagar,4,2,Bachelors/Family,1
2022-05-11,3,65000,1600,Ground out of 4,2,East Of Kailash,4,2,Bachelors/Family,2
2022-05-05,2,22000,950,2 out of 5,1,Mayur Vihar Phase 1 Extension,4,1,Bachelors/Family,2
2022-04-29,1,4000,120,1 out of 2,1,Najafgarh,4,1,Bachelors/Family,1
2022-05-14,2,10000,500,3 out of 3,1,Vinod Nagar East,4,2,Bachelors/Family,1
2022-05-14,1,7500,200,2 out of 4,2,kst chattarpur Apartments,4,1,Bachelors,1
2022-05-05,1,17000,550,2 out of 4,1,Ramesh Nagar,4,2,Bachelors/Family,1
2022-07-06,1,18000,650,2 out of 4,2,Gautam Nagar,4,2,Bachelors/Family,1
2022-07-07,4,70000,2800,6 out of 10,2,Delhi estate Apartment,4,1,Bachelors,4
2022-06-30,1,10000,50,3 out of 4,1,Mahipalpur,4,2,Bachelors/Family,1
2022-06-08,2,15000,550,4 out of 4,2,Dori Walan,4,1,Bachelors/Family,1
2022-07-04,2,16500,90,4 out of 5,1,DS 19,4,2,Bachelors/Family,2
2022-06-30,3,100000,2925,1 out of 4,1,Defence Colony,4,2,Bachelors/Family,3
2022-05-28,1,7500,150,4 out of 4,2,"New Mahavir Nagar, Tilak Nagar",4,2,Bachelors/Family,1
2022-06-26,2,6000,450,1 out of 3,1,north chajjupur shahdara,4,1,Bachelors/Family,1
2022-05-08,2,18000,750,4 out of 4,2,Mahavir Enclave Part 1,4,1,Bachelors,2
2022-05-22,2,18000,975,Ground out of 3,1,Janakpuri,4,2,Bachelors/Family,1
2022-04-29,3,8000,106,Ground out of 4,1,Burari,4,2,Bachelors/Family,1
2022-05-05,2,14000,750,4 out of 6,1,Mehrauli,4,2,Bachelors/Family,2
2022-05-10,2,11000,80,2 out of 4,1,"Khanpur, Madangir",4,2,Bachelors/Family,2
2022-05-14,3,25000,96,2 out of 5,1,Rohini Sector 11,4,1,Bachelors/Family,2
2022-04-29,1,9000,500,1 out of 3,1,Chhattarpur,4,1,Bachelors/Family,1
2022-05-14,3,47000,1550,Ground out of 3,2,Vasant Kunj,4,2,Bachelors/Family,2
2022-06-07,2,20000,1000,3 out of 3,1,"Gaurav Apartment, Indraprastha Extension, Patparganj",4,2,Bachelors/Family,2
2022-04-29,1,6000,400,2 out of 4,1,Mehrauli,4,1,Bachelors/Family,1
2022-04-29,1,5000,450,1 out of 4,1,Bhajanpura,4,1,Bachelors/Family,1
