,Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom
2137,2022-07-04,1,6000,600,1 out of 4,1,Begur,3,1,Bachelors/Family,1
2138,2022-07-04,3,21000,1250,Ground out of 1,1,Margondanahalli,3,2,Bachelors/Family,2
2139,2022-05-23,3,25000,2000,1 out of 1,1,Horamavu,3,2,Bachelors/Family,3
2140,2022-05-19,2,8500,532,1 out of 2,2,Tannery Road,3,1,Bachelors,1
2141,2022-06-08,2,13000,1000,1 out of 4,1,Whitefield,3,1,Bachelors/Family,2
2142,2022-06-20,1,5000,150,2 out of 3,1,Rajarajeshwari Nagar,3,1,Bachelors/Family,1
2143,2022-05-23,1,7500,500,1 out of 4,1,Mahadevapura,3,2,Bachelors/Family,1
2144,2022-07-04,1,13900,600,1 out of 4,2,"Nallurhalli, Whitefield, Borewell Road",3,2,Bachelors/Family,1
2145,2022-05-22,2,15000,1100,3 out of 3,2,Uttarahalli,3,2,Bachelors,2
2146,2022-05-27,3,30000,1500,4 out of 4,2,"Panduranga Nagar, bannerghatta main Road",3,2,Bachelors/Family,3
2147,2022-07-06,2,13000,500,2 out of 5,2,Koramangala,3,2,Bachelors,1
2148,2022-04-29,1,7700,600,1 out of 2,2,Sir M V Nagar,3,2,Bachelors/Family,1
2149,2022-05-14,2,25000,1200,5 out of 12,1,Yelahanka,3,1,Bachelors/Family,1
2150,2022-07-06,2,17000,1100,1 out of 4,1,"Kaggadasapura, Indira nagar",3,2,Bachelors/Family,2
2151,2022-07-07,3,39000,1550,1 out of 13,2,Hennur Main Road,3,2,Bachelors/Family,3
2152,2022-07-02,2,18000,1050,1 out of 3,2,Varthur,3,2,Bachelors/Family,2
2153,2022-05-05,1,15000,500,1 out of 2,1,Shanti Nagar,3,2,Bachelors/Family,1
2154,2022-05-05,2,28000,1500,1 out of 4,1,Shivaji Nagar,3,2,Bachelors/Family,2
2155,2022-06-24,2,17500,1150,3 out of 4,2,"Vijaya Bank Colony -Bilekahalli, Bilekahalli",3,2,Family,2
2156,2022-05-23,4,75000,2000,Ground out of 2,1,Hsr Layout,3,2,Bachelors/Family,3
2157,2022-05-11,2,14000,110,1 out of 2,2,RT Nagar,3,2,Bachelors/Family,1
2158,2022-04-29,1,9000,500,3 out of 4,1,"Jp Nagar Phase 7, J P Nagar",3,2,Bachelors/Family,1
2159,2022-06-08,3,20000,1465,2 out of 4,1,Sunkadakatte,3,2,Bachelors/Family,3
2160,2022-06-04,2,12000,940,2 out of 5,2,"Attur Layout, Yelahanka New Town",3,2,Bachelors/Family,2
2161,2022-05-23,2,12000,850,Ground out of 4,1,Basaveshwar Nagar,3,2,Bachelors/Family,1
2162,2022-07-02,2,24000,990,14 out of 30,2,Tumkur Road,3,2,Bachelors/Family,2
2163,2022-06-20,2,12000,750,Ground out of 3,1,BBMP convertion layout,3,2,Bachelors/Family,2
2164,2022-06-20,1,10000,500,2 out of 3,1,Garvebhavi Palya,3,2,Bachelors/Family,1
2165,2022-06-16,3,24000,1430,2 out of 3,1,"Jp Nagar Phase 7, J P Nagar",3,2,Bachelors/Family,2
2166,2022-06-08,1,9000,600,3 out of 4,2,"Chelekare, Kalyan Nagar, Outer Ring Road",3,2,Family,1
2167,2022-06-11,2,12000,900,1 out of 2,2,"Jeevanhalli, Cox Town",3,2,Bachelors/Family,1
2168,2022-04-29,2,11000,1100,Ground out of 2,1,Konanakunte,3,2,Bachelors/Family,2
2169,2022-04-29,2,15000,900,1 out of 3,2,"Venkatpura, HSR Layout",3,2,Bachelors/Family,1
2170,2022-05-23,1,5500,600,2 out of 3,1,Byatarayanapura,3,2,Bachelors/Family,1
2171,2022-06-23,2,18000,1000,Ground out of 4,2,Kudlu Gate,3,2,Family,2
2172,2022-07-06,2,42000,1150,2 out of 4,2,Koramangala,3,2,Bachelors,2
2173,2022-04-29,2,18000,1250,1 out of 4,1,"Devarachikannahalli, Begur Road",3,2,Bachelors/Family,2
2174,2022-04-29,2,15000,1000,1 out of 4,1,"Jp Nagar Phase 7, J P Nagar",3,2,Bachelors/Family,2
2175,2022-06-04,1,6000,500,2 out of 3,1,"Electronic City Phase 2, Electronic City",3,2,Bachelors/Family,1
2176,2022-05-14,3,30000,2000,1 out of 1,1,"Jp Nagar Phase 6, J P Nagar, Outer Ring Road",3,2,Bachelors/Family,3
2177,2022-04-30,2,12000,850,Ground out of 2,1,Choodasandra,3,2,Bachelors/Family,2
2178,2022-06-28,2,10000,990,Ground out of 2,2,"Hbr Layout Block 2, HBR Layout",3,2,Bachelors/Family,2
2179,2022-06-27,2,9500,850,1 out of 2,2,Raghavendra Layout,3,2,Bachelors,1
2180,2022-05-05,2,16000,1000,4 out of 5,1,"Kaggadasapura, Indira nagar",3,2,Bachelors/Family,2
2181,2022-06-23,2,9500,650,4 out of 5,1,Nagvarpalya Main Road,3,2,Bachelors/Family,2
2182,2022-06-16,1,6500,400,2 out of 2,2,whitefield,3,2,Bachelors/Family,1
2183,2022-06-03,2,13500,1000,2 out of 2,2,Mylasandra,3,2,Bachelors/Family,2
2184,2022-04-29,2,25000,1350,12 out of 13,1,Doddaballapur Road,3,2,Bachelors/Family,2
2185,2022-05-23,2,9500,600,2 out of 3,1,Hbr Layout,3,2,Bachelors/Family,2
2186,2022-06-08,4,190000,4000,Ground out of 2,1,Koramangala,3,2,Bachelors/Family,5
2187,2022-06-28,2,90000,950,4 out of 5,2,Aarna Enclave,3,1,Bachelors/Family,2
2188,2022-06-30,2,24000,777,4 out of 8,2,Yelahanka,3,2,Family,2
2189,2022-06-23,3,15000,1200,2 out of 4,2,Electronic City,3,2,Bachelors/Family,2
2190,2022-05-10,2,22000,1600,Ground out of 2,1,Kodigehalli,3,2,Bachelors/Family,3
2191,2022-06-20,3,34000,1500,14 out of 20,2,Yeshwantpur,3,2,Bachelors,3
2192,2022-06-06,2,12500,570,1 out of 3,1,Btm Layout Stage 4,3,2,Bachelors/Family,2
2193,2022-07-03,3,28000,1800,18 out of 19,2,Mysore Road,3,2,Bachelors/Family,3
2194,2022-07-04,2,12000,1100,1 out of 3,1,Arakere,3,2,Bachelors/Family,1
2195,2022-06-23,1,8000,400,Ground out of 2,1,"Lingarajapuram, Lingarajapuram, Hennur Main Road",3,1,Bachelors/Family,1
2196,2022-06-11,1,7500,750,1 out of 1,2,Bettadasanapura,3,2,Bachelors/Family,1
2197,2022-06-03,2,34000,1400,5 out of 5,2,HRBR Layout Block 1,3,2,Bachelors,2
2198,2022-06-27,3,32000,1789,8 out of 13,1,Yelahanka,3,2,Family,3
2199,2022-05-23,2,14500,650,1 out of 2,2,"Maruthi Nagar-Kaggadasapura, Kaggadasapura",3,2,Bachelors/Family,1
2200,2022-04-29,2,16000,1200,2 out of 4,1,Hulimavu,3,2,Bachelors/Family,2
2201,2022-04-29,1,7500,460,3 out of 4,1,Singahalli,3,2,Bachelors/Family,1
2202,2022-06-24,2,7500,500,1 out of 2,2,"Kammagondahalli, Jalahalli",3,2,Bachelors/Family,1
2203,2022-07-06,2,19500,1080,Ground out of 2,2,Bda Layout -Lingarajapuram,3,2,Family,2
2204,2022-06-10,3,75000,2000,1 out of 5,2,Dhobi Ghat- Rajajinagar,3,2,Bachelors,2
2205,2022-07-06,2,16500,1100,2 out of 3,1,Hbr Layout,3,2,Bachelors/Family,2
2206,2022-06-01,2,14500,1025,8 out of 9,1,Chandapura,3,1,Bachelors,2
2207,2022-06-27,2,16000,650,Ground out of 3,2,"Aradhana Layout, Arakere",3,1,Bachelors/Family,2
2208,2022-05-23,2,8000,800,1 out of 3,1,Mahadevapura,3,2,Bachelors/Family,1
2209,2022-07-06,3,280000,2800,6 out of 30,2,Rajajinagar,3,2,Bachelors/Family,3
2210,2022-05-19,2,21000,1100,3 out of 4,2,Hennur Main Road,3,2,Bachelors,2
2211,2022-05-19,3,30000,1300,2 out of 4,2,Maruthi Sevanagar,3,2,Bachelors,3
2212,2022-06-16,3,65000,2000,3 out of 6,1,Frazer Town,3,2,Bachelors,3
2213,2022-06-16,3,180000,2500,4 out of 8,2,Mahatma Gandhi Road,3,1,Bachelors,3
2214,2022-06-08,2,10000,600,2 out of 4,1,Hommadevanahalli,3,2,Bachelors/Family,2
2215,2022-07-07,2,12000,630,3 out of 5,1,Whitefield,3,2,Bachelors/Family,2
2216,2022-07-07,2,9000,550,Ground out of 2,1,Hosakerehalli,3,1,Bachelors/Family,2
2217,2022-06-01,2,22000,1025,3 out of 3,1,Basaveshvara Nagar,3,2,Family,2
2218,2022-05-08,1,10000,500,1 out of 4,2,Kadugodi Pattalamma Layout,3,2,Bachelors,1
2219,2022-05-25,3,48000,1286,8 out of 16,2,Hebbal,3,2,Bachelors,3
2220,2022-06-22,1,11000,800,Ground out of 4,1,Adugodi,3,2,Bachelors/Family,1
2221,2022-06-09,2,11000,900,1 out of 3,1,"Singasandra, Hosur Road",3,2,Bachelors/Family,2
2222,2022-06-23,3,40000,1618,2 out of 4,1,Yelahanka New Town,3,2,Bachelors/Family,3
2223,2022-06-08,1,10000,500,2 out of 5,1,Marathahalli-Sarjapur Outer Ring Road,3,2,Bachelors/Family,1
2224,2022-06-27,1,6500,450,Ground out of 2,2,Garden City University,3,2,Bachelors/Family,1
2225,2022-04-29,2,18000,850,3 out of 4,1,Padmanabha Nagar,3,2,Bachelors/Family,2
2226,2022-07-07,3,22000,1374,Ground out of 16,1,Kanakapura Road,3,2,Family,2
2227,2022-05-30,3,28000,1600,2 out of 4,1,Banaswadi,3,2,Bachelors/Family,3
2228,2022-06-10,1,6200,400,2 out of 3,1,Nagarbhavi,3,2,Bachelors/Family,1
2229,2022-06-12,3,110000,1500,6 out of 16,2,Hebbal,3,2,Bachelors/Family,3
2230,2022-06-15,2,5500,800,1 out of 4,1,Kengeri Hobli,3,1,Bachelors/Family,1
2231,2022-05-21,3,50000,1580,3 out of 3,2,Koramangala 8Th Block,3,1,Bachelors,3
2232,2022-06-23,2,12000,700,Ground out of 2,2,Agrahara Layout,3,2,Bachelors/Family,1
2233,2022-05-08,2,11500,700,Ground out of 2,1,Sadashiva Nagar,3,2,Bachelors/Family,1
2234,2022-06-20,1,16000,550,1 out of 7,2,"Doddanekundi, Kartik Nagar",3,2,Bachelors/Family,1
2235,2022-06-16,1,11000,450,4 out of 4,2,Krishna Reddy Layout -Domlur,3,2,Bachelors/Family,1
2236,2022-06-18,4,150000,4550,3 out of 5,1,"Jakkur Plantation, Jakkuru, Bellary Road",3,2,Family,5
2237,2022-06-30,1,9000,400,1 out of 1,1,"Laxminarayana Layout, Munnekollal",3,2,Bachelors,1
2238,2022-07-07,1,6000,650,Ground out of 3,1,Jnana Ganga Nagar,3,2,Bachelors/Family,1
2239,2022-07-04,2,12000,700,1 out of 4,1,Bagalur,3,2,Bachelors/Family,2
2240,2022-05-27,2,16000,1333,2 out of 4,1,"Ms Palya, Vidyaranyapura",3,1,Bachelors,2
2241,2022-05-31,3,35000,1500,1 out of 4,2,Vasanth Nagar,3,2,Bachelors/Family,2
2242,2022-05-27,1,9000,425,2 out of 5,2,"Murugeshpalya, Airport Road",3,2,Bachelors/Family,1
2243,2022-05-27,1,8000,300,Ground out of 3,1,Airport Road,3,1,Bachelors/Family,1
2244,2022-06-30,2,13500,650,2 out of 3,2,Vijayanagar,3,1,Family,2
2245,2022-06-15,2,14000,800,Ground out of 2,1,"Banashankari Stage 2, Banashankari",3,2,Family,2
2246,2022-07-07,2,14000,1200,2 out of 3,2,Srinivaspura,3,2,Family,2
2247,2022-05-05,1,4700,500,1 out of 4,1,Chikkabanavara,3,1,Bachelors/Family,1
2248,2022-05-05,2,17000,1000,3 out of 4,1,Mavalli,3,2,Bachelors/Family,2
2249,2022-06-04,2,11000,600,1 out of 3,1,K R Puram,3,2,Bachelors/Family,2
2250,2022-06-08,1,12000,600,2 out of 3,1,Thanisandra,3,2,Bachelors/Family,1
2251,2022-04-27,3,30000,1875,3 out of 3,1,"Jp Nagar Phase 1, J P Nagar",3,2,Bachelors/Family,2
2252,2022-05-05,2,12000,1000,Ground out of 4,1,K R Puram,3,2,Bachelors/Family,2
2253,2022-05-05,3,21000,1300,3 out of 3,1,Hormavu Ring Road,3,2,Bachelors/Family,2
2254,2022-05-14,1,6000,350,3 out of 4,1,Sunkadakatte,3,1,Bachelors/Family,1
2255,2022-06-04,2,18500,900,2 out of 3,1,Rajajinagar,3,1,Bachelors/Family,2
2256,2022-04-27,1,4750,200,2 out of 2,2,"Chamundeshwari Layout, Arakere",3,2,Bachelors/Family,1
2257,2022-05-23,2,15000,700,1 out of 5,1,Yeshwantpur,3,2,Bachelors/Family,2
2258,2022-05-14,2,17600,1000,1 out of 4,2,Hosur Road,3,2,Bachelors,2
2259,2022-06-10,3,35000,1700,10 out of 13,2,Thanisandra,3,2,Bachelors/Family,3
2260,2022-05-27,2,8000,600,2 out of 3,1,Ullal Main Road,3,2,Bachelors/Family,1
2261,2022-05-05,1,7000,650,2 out of 5,1,Rayasandra,3,2,Bachelors/Family,1
2262,2022-05-05,2,15000,750,Ground out of 2,1,Byrathi,3,2,Bachelors/Family,1
2263,2022-05-10,3,30000,1750,1 out of 3,1,"Chowdeshwari Layout, Yelahanka",3,2,Bachelors/Family,3
2264,2022-06-02,3,100000,1950,3 out of 3,2,Koramangala Block 3,3,2,Bachelors/Family,3
2265,2022-05-23,2,18000,1065,2 out of 5,2,Horamavu,3,2,Bachelors/Family,2
2266,2022-05-23,2,8000,600,Ground out of 1,1,Nagadevana Halli,3,2,Bachelors/Family,1
2267,2022-05-23,2,9000,600,2 out of 4,1,Laggere,3,2,Bachelors/Family,1
2268,2022-06-27,1,6000,500,Ground out of 2,1,Doddanagamangala,3,1,Bachelors/Family,1
2269,2022-07-04,2,7500,600,Ground out of 2,1,K R Puram,3,2,Bachelors/Family,1
2270,2022-07-04,1,15000,600,5 out of 5,2,"A Narayanapura, Mahadevapura",3,2,Bachelors/Family,1
2271,2022-07-06,2,10000,900,1 out of 1,2,"Chikbasavnapura, Krishnarajapura",3,2,Bachelors/Family,1
2272,2022-06-23,2,14000,500,Ground out of 3,1,Shivaji Nagar,3,2,Bachelors/Family,2
2273,2022-05-23,1,7000,600,2 out of 3,1,Sunkadakatte,3,1,Bachelors/Family,1
2274,2022-07-06,3,60000,1710,6 out of 18,2,"Ambedkar Colony, Yelahanka",3,1,Bachelors/Family,3
2275,2022-05-23,1,6000,600,3 out of 4,1,Doddabidarakallu,3,1,Bachelors,1
2276,2022-06-13,3,17000,1100,1 out of 3,2,Anjanapura,3,2,Bachelors/Family,2
2277,2022-05-06,2,15000,920,4 out of 4,1,Yelahanka,3,2,Bachelors/Family,2
2278,2022-05-30,1,8200,750,2 out of 4,1,"Aecs Layout-Singasandra, Singasandra, Hosur Road",3,2,Bachelors/Family,1
2279,2022-07-07,1,8500,300,2 out of 3,1,Bommanahalli,3,2,Bachelors/Family,1
2280,2022-05-23,3,20000,1660,1 out of 3,2,"Doddathoguru, Electronic City",3,2,Bachelors/Family,2
2281,2022-05-23,1,8000,400,2 out of 3,1,"Vimanapura, Airport Road",3,2,Bachelors/Family,1
2282,2022-04-29,2,20000,300,1 out of 3,1,Nagarathpete,3,2,Bachelors/Family,1
2283,2022-05-26,1,11500,300,1 out of 2,2,"Cooke Town, Cooke Town",3,1,Bachelors,1
2284,2022-05-16,3,30000,2000,3 out of 3,2,"Jakkur Plantation, Jakkuru, Bellary Road",3,2,Bachelors/Family,2
2285,2022-06-12,3,22000,1200,4 out of 4,2,Doddakammanahalli,3,2,Bachelors,3
2286,2022-04-28,1,6500,300,2 out of 3,1,Hebbal,3,2,Bachelors/Family,1
2287,2022-05-25,1,6500,700,Ground out of 1,1,Hosakerehalli,3,1,Bachelors/Family,1
2288,2022-05-18,2,16000,850,Ground out of 2,1,"Jp Nagar Phase 1, J P Nagar",3,2,Bachelors/Family,3
2289,2022-05-26,1,24000,700,7 out of 7,2,"Domlur, Domlur",3,2,Bachelors/Family,1
2290,2022-07-07,1,15000,455,2 out of 4,2,"Murugeshpalya, Airport Road",3,2,Bachelors/Family,1
2291,2022-06-26,2,18000,1000,Ground out of 4,2,"Sai Colony, Krishnarajapura",3,2,Bachelors/Family,2
2292,2022-05-30,1,8500,600,1 out of 2,1,Shivaji Nagar,3,2,Bachelors/Family,1
2293,2022-05-23,1,4000,250,Ground out of 2,1,Vijayanagar,3,1,Bachelors/Family,1
2294,2022-05-23,1,5000,400,1 out of 2,1,T Dasarahalli,3,1,Bachelors/Family,1
2295,2022-07-04,2,22000,1200,3 out of 5,2,Mahadevapura,3,2,Bachelors/Family,2
2296,2022-04-27,1,12000,500,2 out of 5,2,"Electronics City Phase 1, Electronic City",3,2,Bachelors,1
2297,2022-05-23,1,9000,350,2 out of 3,1,Btm Layout,3,1,Bachelors/Family,1
2298,2022-04-29,2,7500,1100,Ground out of 3,1,"Vinayak Nagar, Kattigenahalli",3,2,Bachelors/Family,2
2299,2022-06-04,2,30000,1650,2 out of 3,1,Ganga Nagar,3,1,Bachelors/Family,3
2300,2022-05-05,4,14000,1000,Ground out of 4,1,"Electronic City Phase 2, Electronic City",3,2,Bachelors/Family,2
2301,2022-06-19,2,9250,500,2 out of 3,1,Banashankari,3,2,Bachelors/Family,1
2302,2022-06-29,1,13000,700,1 out of 5,1,Gh society,3,2,Bachelors/Family,2
2303,2022-05-23,2,12000,1200,Ground out of 5,1,Vijayanagar,3,1,Bachelors/Family,2
2304,2022-04-27,1,12000,600,1 out of 2,1,Wilson Garden,3,1,Bachelors/Family,1
2305,2022-05-01,2,10000,925,2 out of 5,1,Electronic City,3,1,Bachelors/Family,2
2306,2022-07-09,3,60000,2400,Ground out of 8,2,Koramangala,3,2,Bachelors,3
2307,2022-05-23,3,35000,1500,1 out of 9,2,Hebbal,3,2,Bachelors/Family,3
2308,2022-05-27,2,12000,600,Ground out of 4,1,"Dooravani Nagar, Dooravani Nagar",3,1,Bachelors/Family,2
2309,2022-05-27,1,14000,435,3 out of 5,2,"Murugeshpalya, Airport Road",3,2,Bachelors/Family,1
2310,2022-05-14,1,8000,650,Ground out of 1,2,"Srinivasa Nagar-Banashankari, Banashankari",3,2,Bachelors/Family,1
2311,2022-06-15,2,11000,700,Ground out of 2,2,Uttarahalli,3,2,Bachelors/Family,2
2312,2022-06-30,2,20000,890,5 out of 12,2,Yelahanka,3,2,Bachelors/Family,2
2313,2022-06-23,1,12500,600,3 out of 4,1,Hbr Layout,3,2,Bachelors/Family,1
2314,2022-06-23,2,35000,1250,3 out of 4,2,Cunningham Road,3,2,Bachelors/Family,2
2315,2022-07-04,3,26000,1350,2 out of 5,2,Mahadevapura,3,2,Bachelors/Family,2
2316,2022-07-06,3,85000,2600,8 out of 18,2,Hebbal,3,2,Family,4
2317,2022-05-27,1,14000,440,2 out of 5,2,"Murugeshpalya, Airport Road",3,2,Bachelors/Family,1
2318,2022-05-18,2,22000,1150,1 out of 4,2,Electronic City,3,2,Bachelors/Family,2
2319,2022-05-16,1,7000,450,2 out of 4,1,"Electronic City Phase 2, Electronic City",3,2,Bachelors/Family,1
2320,2022-04-29,2,16000,1150,3 out of 5,1,Nri Layout,3,2,Bachelors/Family,2
2321,2022-05-28,2,11000,600,2 out of 5,2,Gottigere,3,1,Bachelors,1
2322,2022-06-30,2,20000,980,4 out of 12,2,Yelahanka,3,2,Family,2
2323,2022-07-05,3,60000,1850,3 out of 3,2,Halasuru,3,2,Bachelors/Family,3
2324,2022-05-31,2,5000,625,1 out of 3,2,Kadabagere,3,2,Bachelors/Family,2
2325,2022-05-27,1,4000,100,2 out of 3,1,"Itc Colony, Maruthi Sevanagar",3,2,Bachelors/Family,2
2326,2022-07-05,2,15000,1200,1 out of 1,2,Varthur,3,2,Bachelors/Family,1
2327,2022-05-01,3,18000,1200,Ground out of 4,2,Bagalakunte,3,2,Bachelors/Family,2
2328,2022-06-14,2,12000,1080,1 out of 2,2,Punyabhoomi Layout,3,2,Bachelors,1
2329,2022-05-14,1,8500,700,1 out of 3,1,Amrutahalli,3,2,Bachelors/Family,1
2330,2022-05-05,2,11000,800,Ground out of 1,1,"Panduranga Nagar, bannerghatta main Road",3,1,Bachelors/Family,2
2331,2022-05-05,3,42000,1880,14 out of 14,1,whitefield,3,2,Family,2
2332,2022-04-29,2,25000,1305,1 out of 8,1,Jakkur,3,2,Bachelors/Family,2
2333,2022-04-29,1,8500,600,3 out of 5,1,Sahakara Nagar,3,2,Bachelors/Family,1
2334,2022-06-08,2,12500,950,2 out of 8,1,Yelahanka Dodda Ballapur Road,3,2,Bachelors/Family,2
2335,2022-06-20,2,18000,1188,Ground out of 4,1,"Hegde Nagar, R.K.Hegde Nagar",3,1,Bachelors/Family,2
2336,2022-06-23,1,6000,500,2 out of 3,1,Vijayanagar,3,1,Bachelors/Family,1
2337,2022-05-27,2,9000,875,Ground out of 1,1,"Kereguddadahalli, chikkabanavara Bangalore",3,2,Bachelors/Family,2
2338,2022-06-23,3,54000,2100,3 out of 4,2,Wilson garden Bangalore,3,1,Bachelors,3
2339,2022-05-05,3,22000,1200,2 out of 4,1,Annapurneshwari Nagar,3,2,Bachelors/Family,2
2340,2022-07-06,3,120000,2390,3 out of 17,1,Rajajinagar,3,2,Bachelors/Family,3
2341,2022-06-20,1,7000,600,1 out of 3,1,Ramamurthy Nagar,3,2,Bachelors/Family,1
2342,2022-06-10,2,28000,1150,1 out of 2,2,"Hrbr Layout Block 2, Kalyan Nagar, Outer Ring Road",3,2,Family,2
2343,2022-06-12,3,55000,1788,Ground out of 1,2,Koramangala Block 4,3,2,Family,3
2344,2022-05-23,2,19000,1250,3 out of 3,1,Electronic City,3,2,Bachelors/Family,2
2345,2022-07-04,1,11000,600,4 out of 5,2,Mahadevapura,3,2,Bachelors/Family,1
2346,2022-07-04,3,18000,1600,2 out of 4,1,"Vimanapura, Airport Road",3,2,Bachelors/Family,2
2347,2022-07-06,3,70000,1520,23 out of 25,2,"Sena Vihar, Kammanahalli",3,2,Bachelors/Family,4
2348,2022-06-15,1,12000,550,1 out of 3,2,Koramangala,3,2,Bachelors,1
2349,2022-05-05,2,18000,1100,2 out of 4,1,K R Puram,3,2,Bachelors/Family,2
2350,2022-05-12,2,30000,1100,2 out of 5,2,Hsr Layout,3,2,Bachelors/Family,2
2351,2022-07-04,2,10000,1100,Ground out of 3,1,Chikkabanavara,3,2,Bachelors/Family,2
2352,2022-05-05,1,6000,400,1 out of 3,1,Nandini Layout,3,1,Bachelors/Family,1
2353,2022-07-07,1,4500,300,3 out of 3,1,"Virat Nagar, Bommanahalli",3,2,Bachelors/Family,1
2354,2022-06-16,1,8000,500,Ground out of 3,1,Rajarajeshwari Nagar,3,2,Bachelors/Family,1
2355,2022-05-19,2,20000,1100,3 out of 4,2,Hennur Main Road,3,2,Bachelors,2
2356,2022-06-27,2,17500,1000,1 out of 3,2,"Dodda Banaswadi, Banaswadi",3,1,Family,2
2357,2022-05-27,2,22000,850,Ground out of 4,1,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",3,2,Bachelors/Family,2
2358,2022-05-27,2,17000,1020,2 out of 5,1,Bommanahalli,3,2,Bachelors/Family,2
2359,2022-05-19,2,22000,1250,1 out of 1,1,Kammanahalli,3,1,Bachelors,2
2360,2022-05-05,3,24000,1400,2 out of 4,1,"Jalahalli, Jalahalli, Outer Ring Road",3,2,Bachelors/Family,3
2361,2022-05-05,1,12000,600,1 out of 3,1,Koramangala,3,1,Bachelors/Family,1
2362,2022-06-20,1,4500,200,4 out of 5,1,T Dasarahalli,3,1,Bachelors/Family,1
2363,2022-05-23,1,5000,300,Ground out of 3,1,Basaveshvara Nagar,3,1,Bachelors/Family,1
2364,2022-05-23,1,6000,400,1 out of 3,1,"Vyalikaval, Malleshwaram",3,2,Bachelors/Family,1
2365,2022-05-14,1,11000,450,3 out of 4,1,Rajamahal Guttahalli,3,2,Bachelors/Family,1
2366,2022-05-22,2,20000,1180,1 out of 4,1,C V Raman Nagar,3,2,Bachelors/Family,2
2367,2022-07-06,3,35000,1460,6 out of 12,2,Jakkur,3,1,Bachelors,3
2368,2022-05-23,3,24000,1464,2 out of 5,2,"Singasandra, Hosur Road",3,2,Bachelors/Family,3
2369,2022-06-24,2,10000,700,Lower Basement out of 3,2,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",3,2,Bachelors,2
2370,2022-06-02,2,16000,680,1 out of 10,2,Devanahalli,3,2,Bachelors/Family,2
2371,2022-06-12,3,100000,2750,5 out of 9,2,Prestige Acropolis,3,2,Bachelors,4
2372,2022-05-23,2,14000,800,Ground out of 2,1,Vijayanagar,3,2,Bachelors/Family,1
2373,2022-06-07,2,7500,600,3 out of 4,2,Karihobanahalli,3,1,Bachelors,1
2374,2022-05-15,3,16000,1200,1 out of 4,2,"Gubbalala, Subramanyapura",3,1,Bachelors,3
2375,2022-05-12,4,65000,3200,18 out of 19,2,Kothanur,3,2,Bachelors/Family,3
2376,2022-05-10,2,18000,1800,1 out of 3,1,Hebbal Kempapura,3,2,Bachelors/Family,2
2377,2022-05-23,1,8000,500,2 out of 2,1,Frazer Town,3,2,Bachelors/Family,1
2378,2022-05-23,2,11000,1200,Ground out of 2,1,"Kadugondanahalli, Kadugondanahalli",3,1,Bachelors/Family,2
2379,2022-06-08,1,8000,750,1 out of 3,1,"Prakruthi Township, Hennur",3,1,Bachelors/Family,1
2380,2022-06-29,1,13000,700,1 out of 5,1,GH Society,3,2,Bachelors/Family,2
2381,2022-06-20,2,30000,1000,12 out of 23,2,Yeshwantpur,3,1,Bachelors,2
2382,2022-06-24,2,14000,800,1 out of 3,1,"Keshav Puram, Tri Nagar",4,2,Bachelors/Family,2
2383,2022-06-30,1,20000,200,Ground out of 2,1,Hauz Khas,4,2,Bachelors,1
2384,2022-06-26,3,80000,1800,1 out of 3,2,South Extension 1,4,2,Bachelors/Family,3
2385,2022-06-08,1,9500,400,2 out of 4,2,Neb Sarai,4,1,Bachelors/Family,1
2386,2022-06-08,3,14000,600,2 out of 4,2,kst chattarpur Apartments,4,1,Bachelors,3
2387,2022-05-28,3,65000,1550,1 out of 3,2,"Shivalik, Malviya Nagar",4,2,Bachelors,3
2388,2022-07-01,2,18500,650,2 out of 4,2,Freedom Fighters Enclave,4,1,Bachelors,2
2389,2022-07-03,2,40000,850,2 out of 4,2,"Amar Colony, Lajpat Nagar",4,1,Bachelors/Family,2
2390,2022-06-12,4,90000,2000,Ground out of 4,2,Vasant Kunj,4,1,Bachelors,4
2391,2022-05-14,1,3500,180,Ground out of 2,1,"Ganesh Nagar, Tilak Nagar",4,1,Bachelors/Family,1
2392,2022-07-09,3,25000,140,Ground out of 3,2,Janakpuri,4,2,Bachelors,2
2393,2022-07-04,1,9000,450,1 out of 4,2,Sudarshan Park,4,2,Bachelors/Family,1
2394,2022-06-20,3,90000,2500,1 out of 3,2,New Friends Colony,4,2,Bachelors/Family,3
2395,2022-06-06,1,22000,720,3 out of 3,2,Shakti Nagar,4,1,Bachelors/Family,1
2396,2022-06-04,2,12000,400,2 out of 4,2,kst chattarpur Apartments,4,1,Bachelors,1
2397,2022-06-05,2,11000,450,1 out of 4,2,Uttam Nagar,4,1,Bachelors,1
2398,2022-04-30,1,20000,250,1 out of 1,2,"Nizamuddin East, Nizamuddin",4,2,Bachelors/Family,1
2399,2022-06-18,4,260000,3000,4 out of 4,1,"Safdarjung Development Area, Hauz Khas",4,2,Bachelors/Family,5
2400,2022-05-12,2,11000,550,3 out of 5,2,New Ashok Nagar,4,1,Bachelors,2
2401,2022-05-04,2,10000,450,3 out of 4,2,Pandav Nagar,4,1,Bachelors/Family,1
2402,2022-06-25,3,60000,2500,2 out of 3,2,Saket,4,1,Bachelors,3
