BHK,Rent,Size,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom
2,14000,110,2,RT Nagar,Bangalore,2,Bachelors/Family,1
1,9000,500,1,"Jp Nagar Phase 7, J P Nagar",Bangalore,2,Bachelors/Family,1
3,20000,1465,1,Sunkadakatte,Bangalore,2,Bachelors/Family,3
2,12000,940,2,"Attur Layout, Yelahanka New Town",Bangalore,2,Bachelors/Family,2
2,12000,850,1,Basaveshwar Nagar,Bangalore,2,Bachelors/Family,1
2,24000,990,2,Tumkur Road,Bangalore,2,Bachelors/Family,2
2,12000,750,1,BBMP convertion layout,Bangalore,2,Bachelors/Family,2
1,10000,500,1,Garvebhavi Palya,Bangalore,2,Bachelors/Family,1
3,24000,1430,1,"Jp Nagar Phase 7, J P Nagar",Bangalore,2,Bachelors/Family,2
1,9000,600,2,"Chelekare, Kalyan Nagar, Outer Ring Road",Bangalore,2,Family,1
2,12000,900,2,"Jeevanhalli, Cox Town",Bangalore,2,Bachelors/Family,1
2,11000,1100,1,Konanakunte,Bangalore,2,Bachelors/Family,2
2,15000,900,2,"Venkatpura, HSR Layout",Bangalore,2,Bachelors/Family,1
1,5500,600,1,Byatarayanapura,Bangalore,2,Bachelors/Family,1
2,18000,1000,2,Kudlu Gate,Bangalore,2,Family,2
2,42000,1150,2,Koramangala,Bangalore,2,Bachelors,2
2,18000,1250,1,"Devarachikannahalli, Begur Road",Bangalore,2,Bachelors/Family,2
2,15000,1000,1,"Jp Nagar Phase 7, J P Nagar",Bangalore,2,Bachelors/Family,2
1,6000,500,1,"Electronic City Phase 2, Electronic City",Bangalore,2,Bachelors/Family,1
3,30000,2000,1,"Jp Nagar Phase 6, J P Nagar, Outer Ring Road",Bangalore,2,Bachelors/Family,3
2,12000,850,1,Choodasandra,Bangalore,2,Bachelors/Family,2
2,10000,990,2,"Hbr Layout Block 2, HBR Layout",Bangalore,2,Bachelors/Family,2
2,9500,850,2,Raghavendra Layout,Bangalore,2,Bachelors,1
2,16000,1000,1,"Kaggadasapura, Indira nagar",Bangalore,2,Bachelors/Family,2
2,9500,650,1,Nagvarpalya Main Road,Bangalore,2,Bachelors/Family,2
1,6500,400,2,whitefield,Bangalore,2,Bachelors/Family,1
2,13500,1000,2,Mylasandra,Bangalore,2,Bachelors/Family,2
2,25000,1350,1,Doddaballapur Road,Bangalore,2,Bachelors/Family,2
2,9500,600,1,Hbr Layout,Bangalore,2,Bachelors/Family,2
4,190000,4000,1,Koramangala,Bangalore,2,Bachelors/Family,5
2,90000,950,2,Aarna Enclave,Bangalore,1,Bachelors/Family,2
2,24000,777,2,Yelahanka,Bangalore,2,Family,2
3,15000,1200,2,Electronic City,Bangalore,2,Bachelors/Family,2
2,22000,1600,1,Kodigehalli,Bangalore,2,Bachelors/Family,3
3,34000,1500,2,Yeshwantpur,Bangalore,2,Bachelors,3
2,12500,570,1,Btm Layout Stage 4,Bangalore,2,Bachelors/Family,2
3,28000,1800,2,Mysore Road,Bangalore,2,Bachelors/Family,3
2,12000,1100,1,Arakere,Bangalore,2,Bachelors/Family,1
1,8000,400,1,"Lingarajapuram, Lingarajapuram, Hennur Main Road",Bangalore,1,Bachelors/Family,1
1,7500,750,2,Bettadasanapura,Bangalore,2,Bachelors/Family,1
2,34000,1400,2,HRBR Layout Block 1,Bangalore,2,Bachelors,2
3,32000,1789,1,Yelahanka,Bangalore,2,Family,3
2,14500,650,2,"Maruthi Nagar-Kaggadasapura, Kaggadasapura",Bangalore,2,Bachelors/Family,1
2,16000,1200,1,Hulimavu,Bangalore,2,Bachelors/Family,2
1,7500,460,1,Singahalli,Bangalore,2,Bachelors/Family,1
2,7500,500,2,"Kammagondahalli, Jalahalli",Bangalore,2,Bachelors/Family,1
2,19500,1080,2,Bda Layout -Lingarajapuram,Bangalore,2,Family,2
3,75000,2000,2,Dhobi Ghat- Rajajinagar,Bangalore,2,Bachelors,2
2,16500,1100,1,Hbr Layout,Bangalore,2,Bachelors/Family,2
2,14500,1025,1,Chandapura,Bangalore,1,Bachelors,2
2,16000,650,2,"Aradhana Layout, Arakere",Bangalore,1,Bachelors/Family,2
2,8000,800,1,Mahadevapura,Bangalore,2,Bachelors/Family,1
3,280000,2800,2,Rajajinagar,Bangalore,2,Bachelors/Family,3
2,21000,1100,2,Hennur Main Road,Bangalore,2,Bachelors,2
3,30000,1300,2,Maruthi Sevanagar,Bangalore,2,Bachelors,3
3,65000,2000,1,Frazer Town,Bangalore,2,Bachelors,3
3,180000,2500,2,Mahatma Gandhi Road,Bangalore,1,Bachelors,3
2,10000,600,1,Hommadevanahalli,Bangalore,2,Bachelors/Family,2
2,12000,630,1,Whitefield,Bangalore,2,Bachelors/Family,2
2,9000,550,1,Hosakerehalli,Bangalore,1,Bachelors/Family,2
2,22000,1025,1,Basaveshvara Nagar,Bangalore,2,Family,2
1,10000,500,2,Kadugodi Pattalamma Layout,Bangalore,2,Bachelors,1
3,48000,1286,2,Hebbal,Bangalore,2,Bachelors,3
1,11000,800,1,Adugodi,Bangalore,2,Bachelors/Family,1
2,11000,900,1,"Singasandra, Hosur Road",Bangalore,2,Bachelors/Family,2
3,40000,1618,1,Yelahanka New Town,Bangalore,2,Bachelors/Family,3
1,10000,500,1,Marathahalli-Sarjapur Outer Ring Road,Bangalore,2,Bachelors/Family,1
1,6500,450,2,Garden City University,Bangalore,2,Bachelors/Family,1
2,18000,850,1,Padmanabha Nagar,Bangalore,2,Bachelors/Family,2
3,22000,1374,1,Kanakapura Road,Bangalore,2,Family,2
3,28000,1600,1,Banaswadi,Bangalore,2,Bachelors/Family,3
1,6200,400,1,Nagarbhavi,Bangalore,2,Bachelors/Family,1
3,110000,1500,2,Hebbal,Bangalore,2,Bachelors/Family,3
2,5500,800,1,Kengeri Hobli,Bangalore,1,Bachelors/Family,1
3,50000,1580,2,Koramangala 8Th Block,Bangalore,1,Bachelors,3
2,12000,700,2,Agrahara Layout,Bangalore,2,Bachelors/Family,1
2,11500,700,1,Sadashiva Nagar,Bangalore,2,Bachelors/Family,1
1,16000,550,2,"Doddanekundi, Kartik Nagar",Bangalore,2,Bachelors/Family,1
1,11000,450,2,Krishna Reddy Layout -Domlur,Bangalore,2,Bachelors/Family,1
4,150000,4550,1,"Jakkur Plantation, Jakkuru, Bellary Road",Bangalore,2,Family,5
1,9000,400,1,"Laxminarayana Layout, Munnekollal",Bangalore,2,Bachelors,1
1,6000,650,1,Jnana Ganga Nagar,Bangalore,2,Bachelors/Family,1
2,12000,700,1,Bagalur,Bangalore,2,Bachelors/Family,2
2,16000,1333,1,"Ms Palya, Vidyaranyapura",Bangalore,1,Bachelors,2
3,35000,1500,2,Vasanth Nagar,Bangalore,2,Bachelors/Family,2
1,9000,425,2,"Murugeshpalya, Airport Road",Bangalore,2,Bachelors/Family,1
1,8000,300,1,Airport Road,Bangalore,1,Bachelors/Family,1
2,13500,650,2,Vijayanagar,Bangalore,1,Family,2
2,14000,800,1,"Banashankari Stage 2, Banashankari",Bangalore,2,Family,2
2,14000,1200,2,Srinivaspura,Bangalore,2,Family,2
1,4700,500,1,Chikkabanavara,Bangalore,1,Bachelors/Family,1
2,17000,1000,1,Mavalli,Bangalore,2,Bachelors/Family,2
2,11000,600,1,K R Puram,Bangalore,2,Bachelors/Family,2
1,12000,600,1,Thanisandra,Bangalore,2,Bachelors/Family,1
3,30000,1875,1,"Jp Nagar Phase 1, J P Nagar",Bangalore,2,Bachelors/Family,2
2,12000,1000,1,K R Puram,Bangalore,2,Bachelors/Family,2
3,21000,1300,1,Hormavu Ring Road,Bangalore,2,Bachelors/Family,2
1,6000,350,1,Sunkadakatte,Bangalore,1,Bachelors/Family,1
2,18500,900,1,Rajajinagar,Bangalore,1,Bachelors/Family,2
1,4750,200,2,"Chamundeshwari Layout, Arakere",Bangalore,2,Bachelors/Family,1
2,15000,700,1,Yeshwantpur,Bangalore,2,Bachelors/Family,2
2,17600,1000,2,Hosur Road,Bangalore,2,Bachelors,2
3,35000,1700,2,Thanisandra,Bangalore,2,Bachelors/Family,3
2,8000,600,1,Ullal Main Road,Bangalore,2,Bachelors/Family,1
1,7000,650,1,Rayasandra,Bangalore,2,Bachelors/Family,1
2,15000,750,1,Byrathi,Bangalore,2,Bachelors/Family,1
3,30000,1750,1,"Chowdeshwari Layout, Yelahanka",Bangalore,2,Bachelors/Family,3
3,100000,1950,2,Koramangala Block 3,Bangalore,2,Bachelors/Family,3
2,18000,1065,2,Horamavu,Bangalore,2,Bachelors/Family,2
2,8000,600,1,Nagadevana Halli,Bangalore,2,Bachelors/Family,1
2,9000,600,1,Laggere,Bangalore,2,Bachelors/Family,1
1,6000,500,1,Doddanagamangala,Bangalore,1,Bachelors/Family,1
2,7500,600,1,K R Puram,Bangalore,2,Bachelors/Family,1
1,15000,600,2,"A Narayanapura, Mahadevapura",Bangalore,2,Bachelors/Family,1
2,10000,900,2,"Chikbasavnapura, Krishnarajapura",Bangalore,2,Bachelors/Family,1
2,14000,500,1,Shivaji Nagar,Bangalore,2,Bachelors/Family,2
1,7000,600,1,Sunkadakatte,Bangalore,1,Bachelors/Family,1
3,60000,1710,2,"Ambedkar Colony, Yelahanka",Bangalore,1,Bachelors/Family,3
1,6000,600,1,Doddabidarakallu,Bangalore,1,Bachelors,1
3,17000,1100,2,Anjanapura,Bangalore,2,Bachelors/Family,2
2,15000,920,1,Yelahanka,Bangalore,2,Bachelors/Family,2
1,8200,750,1,"Aecs Layout-Singasandra, Singasandra, Hosur Road",Bangalore,2,Bachelors/Family,1
1,8500,300,1,Bommanahalli,Bangalore,2,Bachelors/Family,1
3,20000,1660,2,"Doddathoguru, Electronic City",Bangalore,2,Bachelors/Family,2
1,8000,400,1,"Vimanapura, Airport Road",Bangalore,2,Bachelors/Family,1
2,20000,300,1,Nagarathpete,Bangalore,2,Bachelors/Family,1
1,11500,300,2,"Cooke Town, Cooke Town",Bangalore,1,Bachelors,1
3,30000,2000,2,"Jakkur Plantation, Jakkuru, Bellary Road",Bangalore,2,Bachelors/Family,2
3,22000,1200,2,Doddakammanahalli,Bangalore,2,Bachelors,3
1,6500,300,1,Hebbal,Bangalore,2,Bachelors/Family,1
1,6500,700,1,Hosakerehalli,Bangalore,1,Bachelors/Family,1
2,16000,850,1,"Jp Nagar Phase 1, J P Nagar",Bangalore,2,Bachelors/Family,3
1,24000,700,2,"Domlur, Domlur",Bangalore,2,Bachelors/Family,1
1,15000,455,2,"Murugeshpalya, Airport Road",Bangalore,2,Bachelors/Family,1
2,18000,1000,2,"Sai Colony, Krishnarajapura",Bangalore,2,Bachelors/Family,2
1,8500,600,1,Shivaji Nagar,Bangalore,2,Bachelors/Family,1
1,4000,250,1,Vijayanagar,Bangalore,1,Bachelors/Family,1
1,5000,400,1,T Dasarahalli,Bangalore,1,Bachelors/Family,1
2,22000,1200,2,Mahadevapura,Bangalore,2,Bachelors/Family,2
1,12000,500,2,"Electronics City Phase 1, Electronic City",Bangalore,2,Bachelors,1
1,9000,350,1,Btm Layout,Bangalore,1,Bachelors/Family,1
2,7500,1100,1,"Vinayak Nagar, Kattigenahalli",Bangalore,2,Bachelors/Family,2
2,30000,1650,1,Ganga Nagar,Bangalore,1,Bachelors/Family,3
4,14000,1000,1,"Electronic City Phase 2, Electronic City",Bangalore,2,Bachelors/Family,2
2,9250,500,1,Banashankari,Bangalore,2,Bachelors/Family,1
1,13000,700,1,Gh society,Bangalore,2,Bachelors/Family,2
2,12000,1200,1,Vijayanagar,Bangalore,1,Bachelors/Family,2
1,12000,600,1,Wilson Garden,Bangalore,1,Bachelors/Family,1
2,10000,925,1,Electronic City,Bangalore,1,Bachelors/Family,2
3,60000,2400,2,Koramangala,Bangalore,2,Bachelors,3
3,35000,1500,2,Hebbal,Bangalore,2,Bachelors/Family,3
2,12000,600,1,"Dooravani Nagar, Dooravani Nagar",Bangalore,1,Bachelors/Family,2
1,14000,435,2,"Murugeshpalya, Airport Road",Bangalore,2,Bachelors/Family,1
1,8000,650,2,"Srinivasa Nagar-Banashankari, Banashankari",Bangalore,2,Bachelors/Family,1
2,11000,700,2,Uttarahalli,Bangalore,2,Bachelors/Family,2
2,20000,890,2,Yelahanka,Bangalore,2,Bachelors/Family,2
1,12500,600,1,Hbr Layout,Bangalore,2,Bachelors/Family,1
2,35000,1250,2,Cunningham Road,Bangalore,2,Bachelors/Family,2
3,26000,1350,2,Mahadevapura,Bangalore,2,Bachelors/Family,2
3,85000,2600,2,Hebbal,Bangalore,2,Family,4
1,14000,440,2,"Murugeshpalya, Airport Road",Bangalore,2,Bachelors/Family,1
2,22000,1150,2,Electronic City,Bangalore,2,Bachelors/Family,2
1,7000,450,1,"Electronic City Phase 2, Electronic City",Bangalore,2,Bachelors/Family,1
2,16000,1150,1,Nri Layout,Bangalore,2,Bachelors/Family,2
2,11000,600,2,Gottigere,Bangalore,1,Bachelors,1
2,20000,980,2,Yelahanka,Bangalore,2,Family,2
3,60000,1850,2,Halasuru,Bangalore,2,Bachelors/Family,3
2,5000,625,2,Kadabagere,Bangalore,2,Bachelors/Family,2
1,4000,100,1,"Itc Colony, Maruthi Sevanagar",Bangalore,2,Bachelors/Family,2
2,15000,1200,2,Varthur,Bangalore,2,Bachelors/Family,1
3,18000,1200,2,Bagalakunte,Bangalore,2,Bachelors/Family,2
2,12000,1080,2,Punyabhoomi Layout,Bangalore,2,Bachelors,1
1,8500,700,1,Amrutahalli,Bangalore,2,Bachelors/Family,1
2,11000,800,1,"Panduranga Nagar, bannerghatta main Road",Bangalore,1,Bachelors/Family,2
3,42000,1880,1,whitefield,Bangalore,2,Family,2
2,25000,1305,1,Jakkur,Bangalore,2,Bachelors/Family,2
1,8500,600,1,Sahakara Nagar,Bangalore,2,Bachelors/Family,1
2,12500,950,1,Yelahanka Dodda Ballapur Road,Bangalore,2,Bachelors/Family,2
2,18000,1188,1,"Hegde Nagar, R.K.Hegde Nagar",Bangalore,1,Bachelors/Family,2
1,6000,500,1,Vijayanagar,Bangalore,1,Bachelors/Family,1
2,9000,875,1,"Kereguddadahalli, chikkabanavara Bangalore",Bangalore,2,Bachelors/Family,2
3,54000,2100,2,Wilson garden Bangalore,Bangalore,1,Bachelors,3
3,22000,1200,1,Annapurneshwari Nagar,Bangalore,2,Bachelors/Family,2
3,120000,2390,1,Rajajinagar,Bangalore,2,Bachelors/Family,3
1,7000,600,1,Ramamurthy Nagar,Bangalore,2,Bachelors/Family,1
2,28000,1150,2,"Hrbr Layout Block 2, Kalyan Nagar, Outer Ring Road",Bangalore,2,Family,2
3,55000,1788,2,Koramangala Block 4,Bangalore,2,Family,3
2,19000,1250,1,Electronic City,Bangalore,2,Bachelors/Family,2
1,11000,600,2,Mahadevapura,Bangalore,2,Bachelors/Family,1
3,18000,1600,1,"Vimanapura, Airport Road",Bangalore,2,Bachelors/Family,2
3,70000,1520,2,"Sena Vihar, Kammanahalli",Bangalore,2,Bachelors/Family,4
1,12000,550,2,Koramangala,Bangalore,2,Bachelors,1
2,18000,1100,1,K R Puram,Bangalore,2,Bachelors/Family,2
2,30000,1100,2,Hsr Layout,Bangalore,2,Bachelors/Family,2
2,10000,1100,1,Chikkabanavara,Bangalore,2,Bachelors/Family,2
1,6000,400,1,Nandini Layout,Bangalore,1,Bachelors/Family,1
1,4500,300,1,"Virat Nagar, Bommanahalli",Bangalore,2,Bachelors/Family,1
1,8000,500,1,Rajarajeshwari Nagar,Bangalore,2,Bachelors/Family,1
2,20000,1100,2,Hennur Main Road,Bangalore,2,Bachelors,2
2,17500,1000,2,"Dodda Banaswadi, Banaswadi",Bangalore,1,Family,2
2,22000,850,1,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,2,Bachelors/Family,2
2,17000,1020,1,Bommanahalli,Bangalore,2,Bachelors/Family,2
2,22000,1250,1,Kammanahalli,Bangalore,1,Bachelors,2
3,24000,1400,1,"Jalahalli, Jalahalli, Outer Ring Road",Bangalore,2,Bachelors/Family,3
1,12000,600,1,Koramangala,Bangalore,1,Bachelors/Family,1
1,4500,200,1,T Dasarahalli,Bangalore,1,Bachelors/Family,1
1,5000,300,1,Basaveshvara Nagar,Bangalore,1,Bachelors/Family,1
1,6000,400,1,"Vyalikaval, Malleshwaram",Bangalore,2,Bachelors/Family,1
1,11000,450,1,Rajamahal Guttahalli,Bangalore,2,Bachelors/Family,1
2,20000,1180,1,C V Raman Nagar,Bangalore,2,Bachelors/Family,2
3,35000,1460,2,Jakkur,Bangalore,1,Bachelors,3
3,24000,1464,2,"Singasandra, Hosur Road",Bangalore,2,Bachelors/Family,3
2,10000,700,2,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,2,Bachelors,2
2,16000,680,2,Devanahalli,Bangalore,2,Bachelors/Family,2
3,100000,2750,2,Prestige Acropolis,Bangalore,2,Bachelors,4
2,14000,800,1,Vijayanagar,Bangalore,2,Bachelors/Family,1
2,7500,600,2,Karihobanahalli,Bangalore,1,Bachelors,1
3,16000,1200,2,"Gubbalala, Subramanyapura",Bangalore,1,Bachelors,3
4,65000,3200,2,Kothanur,Bangalore,2,Bachelors/Family,3
2,18000,1800,1,Hebbal Kempapura,Bangalore,2,Bachelors/Family,2
1,8000,500,1,Frazer Town,Bangalore,2,Bachelors/Family,1
2,11000,1200,1,"Kadugondanahalli, Kadugondanahalli",Bangalore,1,Bachelors/Family,2
1,8000,750,1,"Prakruthi Township, Hennur",Bangalore,1,Bachelors/Family,1
1,13000,700,1,GH Society,Bangalore,2,Bachelors/Family,2
2,30000,1000,2,Yeshwantpur,Bangalore,1,Bachelors,2
2,14000,800,1,"Keshav Puram, Tri Nagar",Delhi,2,Bachelors/Family,2
1,20000,200,1,Hauz Khas,Delhi,2,Bachelors,1
3,80000,1800,2,South Extension 1,Delhi,2,Bachelors/Family,3
1,9500,400,2,Neb Sarai,Delhi,1,Bachelors/Family,1
3,14000,600,2,kst chattarpur Apartments,Delhi,1,Bachelors,3
3,65000,1550,2,"Shivalik, Malviya Nagar",Delhi,2,Bachelors,3
2,18500,650,2,Freedom Fighters Enclave,Delhi,1,Bachelors,2
2,40000,850,2,"Amar Colony, Lajpat Nagar",Delhi,1,Bachelors/Family,2
4,90000,2000,2,Vasant Kunj,Delhi,1,Bachelors,4
1,3500,180,1,"Ganesh Nagar, Tilak Nagar",Delhi,1,Bachelors/Family,1
3,25000,140,2,Janakpuri,Delhi,2,Bachelors,2
1,9000,450,2,Sudarshan Park,Delhi,2,Bachelors/Family,1
3,90000,2500,2,New Friends Colony,Delhi,2,Bachelors/Family,3
1,22000,720,2,Shakti Nagar,Delhi,1,Bachelors/Family,1
2,12000,400,2,kst chattarpur Apartments,Delhi,1,Bachelors,1
2,11000,450,2,Uttam Nagar,Delhi,1,Bachelors,1
1,20000,250,2,"Nizamuddin East, Nizamuddin",Delhi,2,Bachelors/Family,1
4,260000,3000,1,"Safdarjung Development Area, Hauz Khas",Delhi,2,Bachelors/Family,5
2,11000,550,2,New Ashok Nagar,Delhi,1,Bachelors,2
2,10000,450,2,Pandav Nagar,Delhi,1,Bachelors/Family,1
3,60000,2500,2,Saket,Delhi,1,Bachelors,3
4,350000,800,1,Green Park,Delhi,1,Bachelors/Family,4
2,16000,100,1,Rohini Sector 24,Delhi,1,Bachelors,2
1,16000,400,2,Subhash Nagar,Delhi,2,Bachelors,1
2,12000,750,2,Dwarka Mor,Delhi,2,Bachelors,2
1,8000,400,2,Laxmi Nagar,Delhi,2,Bachelors/Family,1
3,14000,1100,2,Dwarka Mor,Delhi,2,Bachelors/Family,2
1,14900,450,2,Rohini Sector 18,Delhi,2,Bachelors/Family,1
2,15000,850,2,Rohini Sector 23,Delhi,1,Bachelors/Family,2
3,10000,600,2,Laxmi Nagar,Delhi,2,Bachelors/Family,1
2,40000,750,2,New Rajendra Nagar,Delhi,1,Bachelors/Family,2
1,9000,500,2,Neb Sarai,Delhi,2,Bachelors,1
1,7000,350,2,Laxmi Nagar,Delhi,2,Bachelors/Family,1
2,13500,623,2,"Ganesh Nagar, Tilak Nagar",Delhi,2,Bachelors/Family,1
3,95000,2400,2,Greater Kailash 2,Delhi,2,Bachelors,3
1,20000,75,2,Malviya Nagar,Delhi,1,Bachelors/Family,1
2,7500,450,2,Laxmi Nagar,Delhi,2,Bachelors/Family,1
2,9000,445,2,"Palam Colony, Palam",Delhi,1,Bachelors/Family,2
3,80000,300,2,Greater Kailash 2,Delhi,2,Bachelors,3
3,50000,1670,1,Model Town,Delhi,2,Bachelors/Family,3
1,13000,550,2,Saket,Delhi,2,Bachelors,1
1,12000,350,2,Chhattarpur,Delhi,2,Bachelors,1
2,16000,650,2,Chhattarpur,Delhi,2,Bachelors/Family,2
2,13000,70,1,Vikaspuri,Delhi,2,Bachelors/Family,1
2,29000,100,2,South,Delhi,2,Bachelors/Family,2
3,18000,800,1,Hari Nagar Ashram,Delhi,1,Bachelors/Family,1
2,8500,60,1,Najafgarh,Delhi,1,Bachelors/Family,1
3,27000,2000,2,"Kohinoor Apartment, Kalkaji Extention",Delhi,2,Bachelors/Family,2
2,18000,600,2,"Arjun Nagar, Safdarjung Enclave",Delhi,1,Bachelors/Family,2
1,11500,450,2,"Bhogal, Jangpura",Delhi,2,Bachelors,1
2,80000,2200,2,Defence Colony,Delhi,1,Bachelors,3
2,15500,600,2,dwarka sector 8 Raj Nagar extension part 2,Delhi,1,Bachelors,2
4,55000,2000,2,Dwarka sec 19,Delhi,2,Bachelors/Family,3
2,20000,800,1,Malviya Nagar,Delhi,2,Bachelors/Family,2
3,35000,170,2,"Chitra Vihar, Swasthya Vihar",Delhi,1,Bachelors/Family,2
2,38000,150,2,Malviya Nagar,Delhi,1,Bachelors/Family,2
2,16000,650,2,Freedom Fighters Enclave,Delhi,1,Bachelors/Family,2
3,50000,1250,2,Chittaranjan Park Block B,Delhi,2,Bachelors/Family,3
1,9500,600,1,Chhattarpur,Delhi,2,Bachelors/Family,2
4,90000,2100,2,"Kailash hills, East Of Kailash",Delhi,2,Bachelors/Family,4
1,10000,450,1,Rohini Sector 18,Delhi,1,Bachelors,1
2,25000,100,2,Lajpat Nagar 1,Delhi,1,Bachelors,2
1,30000,650,1,Lajpat Nagar,Delhi,2,Bachelors/Family,1
2,12000,48,1,Rohini Sector 16,Delhi,1,Bachelors/Family,2
2,16500,550,2,"Guru Angad Nagar West, Laxmi Nagar",Delhi,2,Bachelors/Family,2
1,4500,240,1,Dilshad Colony,Delhi,1,Bachelors/Family,1
2,30000,700,2,Vasant Kunj Sector B,Delhi,2,Bachelors,2
1,12000,48,1,Rohini Sector 11,Delhi,2,Bachelors/Family,1
2,23000,100,1,Mansarover Garden,Delhi,1,Bachelors/Family,2
3,70000,1901,1,"Unity the Amaryllis, Karol Bagh",Delhi,2,Bachelors/Family,3
1,5500,50,2,Lado Sarai,Delhi,1,Bachelors/Family,1
3,35000,1300,2,Dakshini Pitampura,Delhi,2,Bachelors,3
2,9000,145,1,Palam,Delhi,1,Bachelors/Family,2
2,22000,800,2,"Arjun Nagar, Safdarjung Enclave",Delhi,1,Bachelors/Family,3
3,35000,1100,1,Kalkaji Extension,Delhi,2,Bachelors/Family,4
1,12000,450,1,Dwarka Sector 7,Delhi,2,Bachelors/Family,1
2,6000,300,2,Jhangir Puri,Delhi,1,Bachelors/Family,1
2,22000,1040,2,"Janak Park, Hari Nagar",Delhi,2,Bachelors,3
1,5000,25,2,Ganga Vihar,Delhi,1,Bachelors/Family,1
2,20500,900,1,"IGNOU Road, Saket",Delhi,2,Bachelors/Family,2
2,7500,1100,1,Bijwasan,Delhi,1,Bachelors/Family,1
2,5500,380,1,Prem Nagar,Delhi,1,Bachelors/Family,2
3,25000,450,2,Gandhi Nagar,Delhi,2,Bachelors,2
1,13000,550,2,Lajpat Nagar 4,Delhi,2,Bachelors,1
1,5000,180,1,Mukherjee Nagar,Delhi,2,Bachelors/Family,1
3,40000,1650,2,Dakshini Pitampura,Delhi,2,Bachelors/Family,2
1,12500,250,1,"Inder Puri Block A, Inder Puri",Delhi,2,Bachelors/Family,1
1,6000,400,2,"Raghubir Nagar, Tagore Garden Extension",Delhi,1,Bachelors/Family,1
2,15500,900,2,Vivek Vihar Phase 2,Delhi,2,Bachelors/Family,2
3,75000,1900,1,Malviya Nagar,Delhi,2,Bachelors/Family,3
3,36000,892,2,Gautam Nagar,Delhi,1,Bachelors/Family,2
1,13000,400,2,Chhattarpur Enclave,Delhi,2,Bachelors,1
3,45000,100,2,"Mandakini Enclave, Alaknanda",Delhi,1,Bachelors,2
2,2000,60,1,Ram Nagar,Delhi,1,Bachelors/Family,1
2,28000,80,1,Janakpuri,Delhi,2,Bachelors/Family,2
2,9000,450,2,Laxmi Nagar,Delhi,2,Bachelors/Family,1
1,12000,520,2,Geeta Colony,Delhi,2,Bachelors/Family,1
1,13000,350,1,Rohini Sector 3,Delhi,2,Bachelors/Family,1
2,11000,600,2,Aya Nagar,Delhi,2,Bachelors,2
3,35000,950,2,Karol Bagh,Delhi,2,Bachelors,2
2,10000,450,2,Laxmi Nagar,Delhi,2,Bachelors/Family,1
1,20000,450,2,Karol Bagh,Delhi,2,Bachelors,1
2,25000,850,2,Karol Bagh,Delhi,2,Bachelors,2
1,8000,200,2,kst chattarpur Apartments,Delhi,1,Bachelors,1
4,150000,3000,2,"Safdarjung Development Area, Hauz Khas",Delhi,2,Bachelors/Family,4
3,36000,1500,2,"Mahendru Enclave, Model Town",Delhi,2,Bachelors/Family,3
2,12000,700,1,Sultanpur,Delhi,1,Bachelors/Family,2
1,8500,530,1,"Palam Colony, Palam",Delhi,1,Bachelors/Family,1
3,17000,800,2,kst chattarpur Apartments,Delhi,1,Bachelors,2
1,7500,45,1,Laxmi Nagar,Delhi,2,Bachelors/Family,1
1,16000,900,1,Kalkaji,Delhi,2,Bachelors/Family,1
1,9000,450,1,Mehrauli,Delhi,1,Bachelors/Family,1
2,8000,650,1,Rangpuri,Delhi,1,Bachelors/Family,1
2,45000,900,1,Lajpat Nagar 1,Delhi,2,Bachelors/Family,2
2,27000,900,2,RWA triveni residents,Delhi,2,Bachelors/Family,2
2,14000,120,1,Dwarka Mor,Delhi,2,Bachelors/Family,2
2,14000,600,2,kst chattarpur Apartments,Delhi,1,Bachelors,2
2,14000,615,2,Laxmi Nagar,Delhi,1,Bachelors/Family,2
1,7500,225,2,Kapi Bagan Basti,Delhi,2,Bachelors/Family,1
1,10000,800,2,"Paryavaran Complex, Sainik Farm",Delhi,1,Bachelors,1
1,7000,400,2,Aya Nagar,Delhi,2,Bachelors,1
1,25000,800,1,Mukherjee Nagar,Delhi,2,Bachelors/Family,2
2,9000,60,1,Mehrauli,Delhi,2,Bachelors/Family,1
3,22000,1000,1,"Khanpur Extension, Sangam Vihar",Delhi,1,Bachelors/Family,2
3,10000,75,1,Sagar Pur,Delhi,1,Bachelors/Family,1
3,11000,800,1,Hastsal,Delhi,1,Bachelors/Family,2
1,12500,200,1,Kamla Nagar,Delhi,2,Bachelors/Family,1
3,15000,800,2,kst chattarpur Apartments,Delhi,1,Bachelors,2
2,35000,80,1,Kamla Nagar,Delhi,1,Bachelors/Family,2
2,35000,900,1,Lajpat Nagar,Delhi,1,Family,2
2,52000,1125,1,Saket,Delhi,2,Bachelors/Family,2
3,15000,900,1,Dwarka Mor,Delhi,1,Bachelors/Family,2
2,32000,1100,2,Rajouri Garden,Delhi,1,Bachelors,2
1,11500,400,2,Lajpat Nagar 4,Delhi,1,Bachelors/Family,1
3,45000,713,2,"Prem Nagar, Patel Nagar",Delhi,2,Bachelors/Family,3
2,16000,700,2,Shadipur,Delhi,1,Bachelors,1
2,20000,1000,2,Krishna Nagar Block D,Delhi,2,Bachelors/Family,2
